12:56:59 INFO  manager.ApplicationManager - All tests start in Chrome
12:57:04 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //h5[.='Interactions']
12:57:04 INFO  manager.MyListener - Element with locator-->By.xpath: //h5[.='Interactions'] was found
12:57:04 INFO  tests.Base - Starts test named:--> resizableTest
12:57:04 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //span[.='Resizable']
12:57:04 INFO  manager.MyListener - Element with locator-->By.xpath: //span[.='Resizable'] was found
12:57:04 INFO  manager.MyListener - Start to find element with locator-->By.cssSelector: #resizableBoxWithRestriction span[class='react-resizable-handle react-resizable-handle-se']
12:57:04 INFO  manager.MyListener - Element with locator-->By.cssSelector: #resizableBoxWithRestriction span[class='react-resizable-handle react-resizable-handle-se'] was found
12:57:04 INFO  manager.MyListener - Start to find element with locator-->By.id: resizableBoxWithRestriction
12:57:04 INFO  manager.MyListener - Element with locator-->By.id: resizableBoxWithRestriction was found
12:57:04 INFO  tests.Base - Finished test named:--> resizableTest
