19:30:59 INFO  manager.ApplicationManager - All tests start in Chrome
19:31:03 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //h5[.='Interactions']
19:31:03 INFO  manager.MyListener - Element with locator-->By.xpath: //h5[.='Interactions'] was found
19:31:03 INFO  tests.Base - Starts test named:--> sortableList
19:31:03 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //span[.='Sortable']
19:31:03 INFO  manager.MyListener - Element with locator-->By.xpath: //span[.='Sortable'] was found
19:31:03 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //div[.='One']
19:31:03 INFO  manager.MyListener - Element with locator-->By.xpath: //div[.='One'] was found
19:31:03 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //div[.='Two']
19:31:03 INFO  manager.MyListener - Element with locator-->By.xpath: //div[.='Two'] was found
19:31:03 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //div[.='Three']
19:31:03 INFO  manager.MyListener - Element with locator-->By.xpath: //div[.='Three'] was found
19:31:03 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //div[.='Four']
19:31:03 INFO  manager.MyListener - Element with locator-->By.xpath: //div[.='Four'] was found
19:31:03 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //div[.='Five']
19:31:04 INFO  manager.MyListener - Element with locator-->By.xpath: //div[.='Five'] was found
19:31:04 INFO  manager.MyListener - Start to find element with locator-->By.xpath: //div[.='Six']
19:31:04 INFO  manager.MyListener - Element with locator-->By.xpath: //div[.='Six'] was found
19:31:04 INFO  tests.Base - Finished test named:--> sortableList
